Name;Level;TID;InfoTID;Speed;Hitpoints;UpgradeTimeH;UpgradeResource;UpgradeCost;RequiredTownHallLevel;AttackRange;AltAttackRange;AttackSpeed;CoolDownOverride;DPS;PreferedTargetDamageMod;DamageRadius;IconSWF;IconExportName;BigPicture;BigPictureSWF;SmallPicture;SmallPictureSWF;Projectile;RageProjectile;PreferedTargetBuilding;DeployEffect;AttackEffect;AttackEffectAlt;HitEffect;HitEffectActive;IsFlying;AirTargets;GroundTargets;IsJumper;AttackCount;DieEffect;Animation;ActivationTime;ActiveDuration;AbilityAttackCount;AnimationActivated;MaxSearchRadiusForDefender;HousingSpace;HealerWeight;SpecialAbilityEffect;RegenerationTimeMinutes;TrainingTime;TrainingResource;TrainingCost;CelebrateEffect;SleepOffsetX;SleepOffsetY;PatrolRadius;AbilityTriggerEffect;AbilityAffectsHero;AbilityAffectsCharacter;AbilityRadius;AbilityTime;AbilityOnce;AbilityCooldown;AbilitySpeedBoost;AbilitySpeedBoost2;AbilityDamageBoostPercent;AbilitySummonTroop;AbilitySummonTroopCount;AbilityStealth;AbilityDamageBoostOffset;AbilityHealthIncrease;AbilityShieldProjectileSpeed;AbilityShieldProjectileDamageMod;AbilityTID;AbilityDescTID;AbilityIcon;AbilityBigPictureExportName;AbilityDelay;StrengthWeight;StrengthWeight2;AlertRadius;Scale;AuraSpell;AuraSpellLevel;AuraTID;AuraDescTID;AuraBigPictureExportName;AbilitySpell;AbilitySpellLevel;RetributionSpell;RetributionSpellLevel;RetributionSpellTriggerHealth;HasAltMode;AltModeFlying;AltModeAnimation;PreferedTargetBuildingClass;NoAttackOverWalls;TargetGroups;FightWithGroups;TargetGroupsRadius;TargetGroupsRange;TargetGroupsMinWeight;SmoothJump;WakeUpSpeed;WakeUpSpace;FriendlyGroupWeight;EnemyGroupWeight;AttackEffectShared;TargetedEffectOffset;TriggersTraps;VillageType;NoDefence;PreAttackEffect;AbilityAffectsSummonedUnits;DefaultSkin;AbilityProjectile;AbilityProjectileBounces;AbilityProjectileRange;AbilityProjectileCount;UseAutoHeroAbility;NewTargetAttackDelay;AbilityDamage;Gender
Barbarian King;10;TID_BARBARIAN_KING;TID_HERO_INSTRUCTIONS_BARBARIAN;200;2123;22;DarkElixir;17000;8;100;0;1200;0;143;1;0;sc/ui.sc;icon_hero_barbarianKing;unit_barbarianKing_big;sc/info_barbarian.sc;unit_barbarianKing_small;sc/ui.sc;0;0;0;Hero Deploy;0;0;Barbarian King Hit;0;;;;;0;0;0;0;0;0;0;900;25;21;Building Ready;14;0;Elixir;0;Barbarian King Scream;70;-40;300;0;;0;0;10000;;0;19;9;124;Barbarian;8;;101;620;0;0;TID_HERO_ABILITY_BARBARIAN_TITLE;TID_HERO_ABILITY_BARBARIAN_DESC;icon_hero_barbarianKing_ability1;unit_barbarianKing_ability_big;0;22;12;1200;0;0;0;0;0;0;0;0;0;0;0;;;0;0;;;;0;0;0;;0;0;2100;2500;0;-50;;0;;0;;BarbarianKingDefault;0;0;0;0;;0;0;M
Barbarian King;11;TID_BARBARIAN_KING;TID_HERO_INSTRUCTIONS_BARBARIAN;200;2176;24;DarkElixir;19000;9;100;0;1200;0;146;1;0;sc/ui.sc;icon_hero_barbarianKing;unit_barbarianKing_big;sc/info_barbarian.sc;unit_barbarianKing_small;sc/ui.sc;0;0;0;Hero Deploy;0;0;Barbarian King Hit;0;;;;;0;0;0;0;0;0;0;900;25;21;Building Ready;14;0;Elixir;0;Barbarian King Scream;70;-40;300;0;;0;0;10000;;0;19;9;124;Barbarian;8;;101;620;0;0;TID_HERO_ABILITY_BARBARIAN_TITLE;TID_HERO_ABILITY_BARBARIAN_DESC;icon_hero_barbarianKing_ability1;unit_barbarianKing_ability_big;0;22;12;1200;0;0;0;0;0;0;0;0;0;0;0;;;0;0;;;;0;0;0;;0;0;2100;2500;0;-50;;0;;0;;BarbarianKingDefault;0;0;0;0;;0;0;M
Barbarian King;12;TID_BARBARIAN_KING;TID_HERO_INSTRUCTIONS_BARBARIAN;200;2230;32;DarkElixir;21000;9;100;0;1200;0;149;1;0;sc/ui.sc;icon_hero_barbarianKing;unit_barbarianKing_big;sc/info_barbarian.sc;unit_barbarianKing_small;sc/ui.sc;0;0;0;Hero Deploy;0;0;Barbarian King Hit;0;;;;;0;0;0;0;0;0;0;900;25;21;Building Ready;14;0;Elixir;0;Barbarian King Scream;70;-40;300;0;;0;0;10000;;0;19;9;124;Barbarian;8;;101;620;0;0;TID_HERO_ABILITY_BARBARIAN_TITLE;TID_HERO_ABILITY_BARBARIAN_DESC;icon_hero_barbarianKing_ability1;unit_barbarianKing_ability_big;0;22;12;1200;0;0;0;0;0;0;0;0;0;0;0;;;0;0;;;;0;0;0;;0;0;2100;2500;0;-50;;0;;0;;BarbarianKingDefault;0;0;0;0;;0;0;M
Barbarian King;13;TID_BARBARIAN_KING;TID_HERO_INSTRUCTIONS_BARBARIAN;200;2286;40;DarkElixir;23000;9;100;0;1200;0;152;1;0;sc/ui.sc;icon_hero_barbarianKing;unit_barbarianKing_big;sc/info_barbarian.sc;unit_barbarianKing_small;sc/ui.sc;0;0;0;Hero Deploy;0;0;Barbarian King Hit;0;;;;;0;0;0;0;0;0;0;900;25;21;Building Ready;14;0;Elixir;0;Barbarian King Scream;70;-40;300;0;;0;0;10000;;0;19;9;124;Barbarian;8;;101;620;0;0;TID_HERO_ABILITY_BARBARIAN_TITLE;TID_HERO_ABILITY_BARBARIAN_DESC;icon_hero_barbarianKing_ability1;unit_barbarianKing_ability_big;0;22;12;1200;0;0;0;0;0;0;0;0;0;0;0;;;0;0;;;;0;0;0;;0;0;2100;2500;0;-50;;0;;0;;BarbarianKingDefault;0;0;0;0;;0;0;M
Barbarian King;14;TID_BARBARIAN_KING;TID_HERO_INSTRUCTIONS_BARBARIAN;200;2343;48;DarkElixir;25000;9;100;0;1200;0;155;1;0;sc/ui.sc;icon_hero_barbarianKing;unit_barbarianKing_big;sc/info_barbarian.sc;unit_barbarianKing_small;sc/ui.sc;0;0;0;Hero Deploy;0;0;Barbarian King Hit;0;;;;;0;0;0;0;0;0;0;900;25;21;Building Ready;14;0;Elixir;0;Barbarian King Scream;70;-40;300;0;;0;0;10000;;0;19;9;124;Barbarian;8;;101;620;0;0;TID_HERO_ABILITY_BARBARIAN_TITLE;TID_HERO_ABILITY_BARBARIAN_DESC;icon_hero_barbarianKing_ability1;unit_barbarianKing_ability_big;0;22;12;1200;0;0;0;0;0;0;0;0;0;0;0;;;0;0;;;;0;0;0;;0;0;2100;2500;0;-50;;0;;0;;BarbarianKingDefault;0;0;0;0;;0;0;M
Barbarian King;15;TID_BARBARIAN_KING;TID_HERO_INSTRUCTIONS_BARBARIAN;200;2402;48;DarkElixir;27000;9;100;0;1200;0;158;1;0;sc/ui.sc;icon_hero_barbarianKing;unit_barbarianKing_big;sc/info_barbarian.sc;unit_barbarianKing_small;sc/ui.sc;0;0;0;Hero Deploy;0;0;Barbarian King Hit;0;;;;;0;0;0;0;0;0;0;900;25;21;Building Ready;16;0;Elixir;0;Barbarian King Scream;70;-40;300;0;;0;0;10000;;0;20;10;128;Barbarian;10;;147;752;0;0;TID_HERO_ABILITY_BARBARIAN_TITLE;TID_HERO_ABILITY_BARBARIAN_DESC;icon_hero_barbarianKing_ability1;unit_barbarianKing_ability_big;0;23;13;1200;0;0;0;0;0;0;0;0;0;0;0;;;0;0;;;;0;0;0;;0;0;2100;2500;0;-50;;0;;0;;BarbarianKingDefault;0;0;0;0;;0;0;M
Barbarian King;16;TID_BARBARIAN_KING;TID_HERO_INSTRUCTIONS_BARBARIAN;200;2462;48;DarkElixir;29000;9;100;0;1200;0;161;1;0;sc/ui.sc;icon_hero_barbarianKing;unit_barbarianKing_big;sc/info_barbarian.sc;unit_barbarianKing_small;sc/ui.sc;0;0;0;Hero Deploy;0;0;Barbarian King Hit;0;;;;;0;0;0;0;0;0;0;900;25;21;Building Ready;16;0;Elixir;0;Barbarian King Scream;70;-40;300;0;;0;0;10000;;0;20;10;128;Barbarian;10;;147;752;0;0;TID_HERO_ABILITY_BARBARIAN_TITLE;TID_HERO_ABILITY_BARBARIAN_DESC;icon_hero_barbarianKing_ability1;unit_barbarianKing_ability_big;0;23;13;1200;0;0;0;0;0;0;0;0;0;0;0;;;0;0;;;;0;0;0;;0;0;2100;2500;0;-50;;0;;0;;BarbarianKingDefault;0;0;0;0;;0;0;M
Barbarian King;17;TID_BARBARIAN_KING;TID_HERO_INSTRUCTIONS_BARBARIAN;200;2523;48;DarkElixir;31000;9;100;0;1200;0;164;1;0;sc/ui.sc;icon_hero_barbarianKing;unit_barbarianKing_big;sc/info_barbarian.sc;unit_barbarianKing_small;sc/ui.sc;0;0;0;Hero Deploy;0;0;Barbarian King Hit;0;;;;;0;0;0;0;0;0;0;900;25;21;Building Ready;16;0;Elixir;0;Barbarian King Scream;70;-40;300;0;;0;0;10000;;0;20;10;128;Barbarian;10;;147;752;0;0;TID_HERO_ABILITY_BARBARIAN_TITLE;TID_HERO_ABILITY_BARBARIAN_DESC;icon_hero_barbarianKing_ability1;unit_barbarianKing_ability_big;0;23;13;1200;0;0;0;0;0;0;0;0;0;0;0;;;0;0;;;;0;0;0;;0;0;2100;2500;0;-50;;0;;0;;BarbarianKingDefault;0;0;0;0;;0;0;M
Barbarian King;18;TID_BARBARIAN_KING;TID_HERO_INSTRUCTIONS_BARBARIAN;200;2586;48;DarkElixir;33000;9;100;0;1200;0;168;1;0;sc/ui.sc;icon_hero_barbarianKing;unit_barbarianKing_big;sc/info_barbarian.sc;unit_barbarianKing_small;sc/ui.sc;0;0;0;Hero Deploy;0;0;Barbarian King Hit;0;;;;;0;0;0;0;0;0;0;900;25;21;Building Ready;16;0;Elixir;0;Barbarian King Scream;70;-40;300;0;;0;0;10000;;0;20;10;128;Barbarian;10;;147;752;0;0;TID_HERO_ABILITY_BARBARIAN_TITLE;TID_HERO_ABILITY_BARBARIAN_DESC;icon_hero_barbarianKing_ability1;unit_barbarianKing_ability_big;0;23;13;1200;0;0;0;0;0;0;0;0;0;0;0;;;0;0;;;;0;0;0;;0;0;2100;2500;0;-50;;0;;0;;BarbarianKingDefault;0;0;0;0;;0;0;M
Barbarian King;19;TID_BARBARIAN_KING;TID_HERO_INSTRUCTIONS_BARBARIAN;200;2651;60;DarkElixir;35000;9;100;0;1200;0;171;1;0;sc/ui.sc;icon_hero_barbarianKing;unit_barbarianKing_big;sc/info_barbarian.sc;unit_barbarianKing_small;sc/ui.sc;0;0;0;Hero Deploy;0;0;Barbarian King Hit;0;;;;;0;0;0;0;0;0;0;900;25;21;Building Ready;16;0;Elixir;0;Barbarian King Scream;70;-40;300;0;;0;0;10000;;0;20;10;128;Barbarian;10;;147;752;0;0;TID_HERO_ABILITY_BARBARIAN_TITLE;TID_HERO_ABILITY_BARBARIAN_DESC;icon_hero_barbarianKing_ability1;unit_barbarianKing_ability_big;0;23;13;1200;0;0;0;0;0;0;0;0;0;0;0;;;0;0;;;;0;0;0;;0;0;2100;2500;0;-50;;0;;0;;BarbarianKingDefault;0;0;0;0;;0;0;M
Barbarian King;20;TID_BARBARIAN_KING;TID_HERO_INSTRUCTIONS_BARBARIAN;200;2717;60;DarkElixir;37000;9;100;0;1200;0;174;1;0;sc/ui.sc;icon_hero_barbarianKing;unit_barbarianKing_big;sc/info_barbarian.sc;unit_barbarianKing_small;sc/ui.sc;0;0;0;Hero Deploy;0;0;Barbarian King Hit;0;;;;;0;0;0;0;0;0;0;900;25;21;Building Ready;18;0;Elixir;0;Barbarian King Scream;70;-40;300;0;;0;0;10000;;0;21;10;132;Barbarian;12;;195;899;0;0;TID_HERO_ABILITY_BARBARIAN_TITLE;TID_HERO_ABILITY_BARBARIAN_DESC;icon_hero_barbarianKing_ability1;unit_barbarianKing_ability_big;0;24;14;1200;0;0;0;0;0;0;0;0;0;0;0;;;0;0;;;;0;0;0;;0;0;2100;2500;0;-50;;0;;0;;BarbarianKingDefault;0;0;0;0;;0;0;M
Barbarian King;21;TID_BARBARIAN_KING;TID_HERO_INSTRUCTIONS_BARBARIAN;200;2785;60;DarkElixir;39000;9;100;0;1200;0;178;1;0;sc/ui.sc;icon_hero_barbarianKing;unit_barbarianKing_big;sc/info_barbarian.sc;unit_barbarianKing_small;sc/ui.sc;0;0;0;Hero Deploy;0;0;Barbarian King Hit;0;;;;;0;0;0;0;0;0;0;900;25;21;Building Ready;18;0;Elixir;0;Barbarian King Scream;70;-40;300;0;;0;0;10000;;0;21;10;132;Barbarian;12;;195;899;0;0;TID_HERO_ABILITY_BARBARIAN_TITLE;TID_HERO_ABILITY_BARBARIAN_DESC;icon_hero_barbarianKing_ability1;unit_barbarianKing_ability_big;0;24;14;1200;0;0;0;0;0;0;0;0;0;0;0;;;0;0;;;;0;0;0;;0;0;2100;2500;0;-50;;0;;0;;BarbarianKingDefault;0;0;0;0;;0;0;M
Barbarian King;22;TID_BARBARIAN_KING;TID_HERO_INSTRUCTIONS_BARBARIAN;200;2855;60;DarkElixir;41000;9;100;0;1200;0;181;1;0;sc/ui.sc;icon_hero_barbarianKing;unit_barbarianKing_big;sc/info_barbarian.sc;unit_barbarianKing_small;sc/ui.sc;0;0;0;Hero Deploy;0;0;Barbarian King Hit;0;;;;;0;0;0;0;0;0;0;900;25;21;Building Ready;18;0;Elixir;0;Barbarian King Scream;70;-40;300;0;;0;0;10000;;0;21;10;132;Barbarian;12;;195;899;0;0;TID_HERO_ABILITY_BARBARIAN_TITLE;TID_HERO_ABILITY_BARBARIAN_DESC;icon_hero_barbarianKing_ability1;unit_barbarianKing_ability_big;0;24;14;1200;0;0;0;0;0;0;0;0;0;0;0;;;0;0;;;;0;0;0;;0;0;2100;2500;0;-50;;0;;0;;BarbarianKingDefault;0;0;0;0;;0;0;M
Barbarian King;23;TID_BARBARIAN_KING;TID_HERO_INSTRUCTIONS_BARBARIAN;200;2926;60;DarkElixir;43000;9;100;0;1200;0;185;1;0;sc/ui.sc;icon_hero_barbarianKing;unit_barbarianKing_big;sc/info_barbarian.sc;unit_barbarianKing_small;sc/ui.sc;0;0;0;Hero Deploy;0;0;Barbarian King Hit;0;;;;;0;0;0;0;0;0;0;900;25;21;Building Ready;18;0;Elixir;0;Barbarian King Scream;70;-40;300;0;;0;0;10000;;0;21;10;132;Barbarian;12;;195;899;0;0;TID_HERO_ABILITY_BARBARIAN_TITLE;TID_HERO_ABILITY_BARBARIAN_DESC;icon_hero_barbarianKing_ability1;unit_barbarianKing_ability_big;0;24;14;1200;0;0;0;0;0;0;0;0;0;0;0;;;0;0;;;;0;0;0;;0;0;2100;2500;0;-50;;0;;0;;BarbarianKingDefault;0;0;0;0;;0;0;M
Barbarian King;24;TID_BARBARIAN_KING;TID_HERO_INSTRUCTIONS_BARBARIAN;200;2999;72;DarkElixir;45000;9;100;0;1200;0;189;1;0;sc/ui.sc;icon_hero_barbarianKing;unit_barbarianKing_big;sc/info_barbarian.sc;unit_barbarianKing_small;sc/ui.sc;0;0;0;Hero Deploy;0;0;Barbarian King Hit;0;;;;;0;0;0;0;0;0;0;900;25;21;Building Ready;18;0;Elixir;0;Barbarian King Scream;70;-40;300;0;;0;0;10000;;0;21;10;132;Barbarian;12;;195;899;0;0;TID_HERO_ABILITY_BARBARIAN_TITLE;TID_HERO_ABILITY_BARBARIAN_DESC;icon_hero_barbarianKing_ability1;unit_barbarianKing_ability_big;0;24;14;1200;0;0;0;0;0;0;0;0;0;0;0;;;0;0;;;;0;0;0;;0;0;2100;2500;0;-50;;0;;0;;BarbarianKingDefault;0;0;0;0;;0;0;M
Barbarian King;25;TID_BARBARIAN_KING;TID_HERO_INSTRUCTIONS_BARBARIAN;200;3074;72;DarkElixir;47000;9;100;0;1200;0;193;1;0;sc/ui.sc;icon_hero_barbarianKing;unit_barbarianKing_big;sc/info_barbarian.sc;unit_barbarianKing_small;sc/ui.sc;0;0;0;Hero Deploy;0;0;Barbarian King Hit;0;;;;;0;0;0;0;0;0;0;900;25;21;Building Ready;20;0;Elixir;0;Barbarian King Scream;70;-40;300;0;;0;0;10000;;0;22;11;136;Barbarian;14;;245;1063;0;0;TID_HERO_ABILITY_BARBARIAN_TITLE;TID_HERO_ABILITY_BARBARIAN_DESC;icon_hero_barbarianKing_ability1;unit_barbarianKing_ability_big;0;25;15;1200;0;0;0;0;0;0;0;0;0;0;0;;;0;0;;;;0;0;0;;0;0;2100;2500;0;-50;;0;;0;;BarbarianKingDefault;0;0;0;0;;0;0;M
